Age,Gender,Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Health_Impacts,Urban_or_Rural
12,Male,4.89,TV,True,"Poor Sleep, Anxiety",Rural
15,Male,6.34,TV,True,"Poor Sleep, Anxiety",Urban
13,Male,4.9,Smartphone,True,None,Urban
12,Male,6.21,Smartphone,True,None,Urban
13,Female,4.7,Smartphone,True,Anxiety,Urban
17,Male,3.92,Laptop,True,"Poor Sleep, Obesity Risk",Urban
8,Male,2.06,Tablet,True,None,Rural
14,Female,4.17,Smartphone,True,"Poor Sleep, Eye Strain",Urban
16,Male,6.29,Smartphone,True,Poor Sleep,Urban
9,Male,6.12,Smartphone,True,Poor Sleep,Rural
17,Female,5.35,TV,True,None,Urban
12,Female,3.43,Smartphone,True,Poor Sleep,Rural
17,Male,4.25,TV,True,"Poor Sleep, Eye Strain",Urban
11,Male,6.72,Tablet,True,Poor Sleep,Urban
13,Male,6.71,Tablet,True,Poor Sleep,Urban
13,Female,4.04,Tablet,True,"Poor Sleep, Eye Strain",Urban
18,Male,7.02,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Rural
9,Male,6.9,Tablet,True,None,Urban
9,Male,4.47,Tablet,True,None,Rural
11,Male,4.37,Smartphone,True,Poor Sleep,Urban
8,Female,3.15,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Rural
16,Male,3.46,Laptop,True,Poor Sleep,Rural
14,Male,4.7,Smartphone,True,Poor Sleep,Urban
14,Female,4.42,Smartphone,True,"Poor Sleep, Eye Strain, Obesity Risk",Rural
10,Male,4.59,Smartphone,True,"Poor Sleep, Eye Strain",Urban
18,Female,5.49,Tablet,True,Poor Sleep,Urban
10,Female,6.03,Smartphone,True,"Poor Sleep, Eye Strain",Urban
10,Male,9.16,TV,True,None,Urban
10,Female,4.38,Smartphone,True,"Eye Strain, Anxiety",Urban
11,Female,4.42,Laptop,True,None,Urban
11,Male,3.56,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Rural
10,Female,5.03,TV,True,"Poor Sleep, Obesity Risk",Urban
17,Male,4.92,TV,True,None,Urban
15,Male,3.65,TV,True,"Anxiety, Obesity Risk",Urban
15,Female,3.6,Smartphone,True,Eye Strain,Rural
8,Female,4.93,TV,True,None,Urban
14,Male,5.58,Smartphone,True,Poor Sleep,Urban
18,Male,4.08,Smartphone,True,"Poor Sleep, Eye Strain",Urban
9,Male,4.46,Smartphone,True,Anxiety,Urban
8,Male,7.89,Tablet,True,None,Urban
10,Male,6.81,TV,True,"Poor Sleep, Anxiety",Rural
11,Female,3.89,TV,True,Poor Sleep,Urban
13,Male,6.04,TV,True,None,Urban
17,Male,4.9,Laptop,True,"Poor Sleep, Eye Strain",Rural
12,Female,5,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
11,Male,5.8,Smartphone,True,Obesity Risk,Urban
15,Female,4.68,Laptop,True,None,Rural
18,Male,5.82,TV,True,Poor Sleep,Urban
11,Female,3.21,Smartphone,True,Poor Sleep,Rural
17,Male,6.25,Laptop,True,"Poor Sleep, Anxiety, Obesity Risk",Rural
9,Female,6.54,Smartphone,True,Poor Sleep,Rural
10,Male,3.93,Smartphone,True,"Poor Sleep, Anxiety",Urban
13,Female,2.19,TV,False,None,Urban
15,Female,4.99,Smartphone,True,"Poor Sleep, Anxiety",Rural
15,Female,2.46,TV,False,None,Rural
18,Female,3.63,Smartphone,True,"Poor Sleep, Anxiety",Urban
16,Male,4.11,Smartphone,True,Eye Strain,Rural
14,Male,5.15,Smartphone,True,Poor Sleep,Rural
9,Male,1.14,Smartphone,False,None,Urban
15,Female,3.78,Smartphone,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
14,Female,6.21,Smartphone,True,Eye Strain,Urban
15,Male,5.06,TV,True,None,Urban
14,Female,3.29,Smartphone,True,Poor Sleep,Urban
17,Male,5.51,TV,True,"Poor Sleep, Anxiety",Urban
16,Male,5.59,Smartphone,True,Anxiety,Urban
17,Female,4.77,Laptop,True,Poor Sleep,Rural
13,Female,3.44,Smartphone,True,"Poor Sleep, Eye Strain",Urban
9,Male,6.97,Tablet,True,"Poor Sleep, Eye Strain",Urban
9,Female,3.98,TV,True,None,Urban
12,Female,3.52,Laptop,True,None,Urban
12,Female,5.88,Smartphone,True,None,Rural
14,Female,4.91,Laptop,True,"Poor Sleep, Eye Strain",Urban
9,Male,6.05,Smartphone,True,Poor Sleep,Urban
18,Male,3.85,TV,True,Poor Sleep,Urban
14,Male,6.09,Laptop,True,None,Urban
12,Male,4.64,Laptop,True,"Poor Sleep, Anxiety",Urban
13,Female,4.47,Smartphone,True,Poor Sleep,Rural
15,Female,5.6,TV,True,None,Rural
17,Male,4.05,Smartphone,True,"Poor Sleep, Eye Strain",Rural
11,Female,6.36,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
14,Male,4.29,TV,True,"Poor Sleep, Eye Strain",Urban
13,Male,4.69,Smartphone,True,Poor Sleep,Urban
17,Female,4.01,Smartphone,True,Eye Strain,Urban
9,Female,5.38,Smartphone,True,Poor Sleep,Urban
15,Male,4.75,Smartphone,True,Obesity Risk,Rural
17,Male,4.21,Tablet,True,"Poor Sleep, Eye Strain",Urban
16,Female,4.3,Laptop,True,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Male,4.23,TV,True,Poor Sleep,Urban
17,Male,4.14,Smartphone,True,None,Urban
11,Male,3.38,Tablet,True,"Poor Sleep, Obesity Risk",Urban
13,Male,3.57,Laptop,True,Poor Sleep,Rural
15,Female,3.27,TV,True,"Poor Sleep, Anxiety",Rural
18,Male,5.54,Smartphone,True,Eye Strain,Urban
10,Female,7.69,Smartphone,True,"Poor Sleep, Anxiety",Urban
17,Female,4.06,Smartphone,True,Eye Strain,Urban
18,Male,5.17,TV,True,None,Urban
18,Female,4.18,TV,True,Anxiety,Rural
8,Male,3.6,Smartphone,True,Poor Sleep,Urban
11,Female,3.57,Smartphone,True,None,Urban
11,Male,5.53,Smartphone,True,Anxiety,Urban
8,Male,5.76,TV,True,"Poor Sleep, Eye Strain",Urban
16,Male,5.6,TV,True,Poor Sleep,Rural
10,Male,4.53,Smartphone,True,None,Urban
12,Female,3.78,Laptop,True,"Poor Sleep, Eye Strain",Urban
13,Female,3.68,Smartphone,True,Poor Sleep,Urban
15,Female,3.87,Smartphone,True,Poor Sleep,Urban
13,Male,4.61,Smartphone,True,"Poor Sleep, Eye Strain",Urban
10,Female,2.24,TV,True,None,Rural
13,Female,4.4,Smartphone,True,"Poor Sleep, Eye Strain",Urban
8,Female,7.4,Smartphone,True,Poor Sleep,Rural
11,Female,1.95,Tablet,False,None,Urban
13,Male,4.27,Laptop,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
14,Male,4.83,TV,True,Eye Strain,Urban
18,Male,5.39,TV,True,Poor Sleep,Urban
18,Female,4.71,Laptop,True,"Poor Sleep, Obesity Risk",Urban
17,Male,6.48,Smartphone,True,None,Urban
10,Male,7.45,Smartphone,True,"Poor Sleep, Eye Strain",Rural
16,Male,4.86,Smartphone,True,Poor Sleep,Rural
14,Male,5.01,Laptop,True,Poor Sleep,Urban
8,Male,6.81,TV,True,"Poor Sleep, Eye Strain",Urban
9,Male,6.08,Tablet,True,"Poor Sleep, Obesity Risk",Urban
8,Female,4.82,Smartphone,True,Anxiety,Rural
18,Male,3.36,Tablet,True,"Poor Sleep, Eye Strain, Anxiety",Urban
16,Male,4.89,Smartphone,True,"Eye Strain, Anxiety, Obesity Risk",Rural
16,Male,6.13,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Rural
14,Female,3.74,Laptop,True,"Eye Strain, Anxiety, Obesity Risk",Rural
17,Female,3.14,Smartphone,True,Eye Strain,Urban
10,Female,6.13,Smartphone,True,"Poor Sleep, Obesity Risk",Rural
12,Female,2.4,Smartphone,False,None,Rural
11,Male,2.6,Laptop,False,None,Urban
14,Female,3.73,TV,True,Poor Sleep,Urban
16,Male,4.22,Smartphone,True,Poor Sleep,Urban
9,Male,1.06,TV,False,None,Urban
15,Female,6.01,TV,True,Poor Sleep,Rural
16,Male,5.06,Tablet,True,None,Urban
17,Male,6.05,Smartphone,True,Poor Sleep,Urban
17,Female,5.84,TV,True,Poor Sleep,Urban
16,Female,7.69,Tablet,True,"Poor Sleep, Anxiety",Urban
17,Male,4.22,TV,True,None,Urban
14,Male,4.04,Smartphone,True,Poor Sleep,Urban
16,Male,4.36,Tablet,True,None,Urban
16,Female,5.77,TV,True,"Poor Sleep, Eye Strain",Rural
10,Female,9.74,Smartphone,True,None,Rural
11,Male,4.54,Smartphone,True,Poor Sleep,Rural
9,Male,4.41,Smartphone,True,Poor Sleep,Urban
17,Female,5.73,Smartphone,True,Eye Strain,Urban
10,Female,2.14,TV,True,None,Urban
18,Female,5.92,TV,True,Poor Sleep,Urban
18,Male,4.47,Smartphone,True,"Poor Sleep, Anxiety",Urban
12,Female,6.87,Laptop,True,"Poor Sleep, Eye Strain",Urban
12,Female,3.2,Smartphone,True,Poor Sleep,Urban
13,Female,4.4,TV,True,Obesity Risk,Urban
14,Male,5.62,Tablet,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
14,Female,4.4,Laptop,True,"Poor Sleep, Eye Strain, Anxiety",Rural
8,Male,6.54,Tablet,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
9,Female,5.19,Tablet,True,Poor Sleep,Urban
16,Female,4.55,Laptop,True,Poor Sleep,Urban
17,Male,3.98,Laptop,True,Poor Sleep,Urban
9,Male,7.76,Smartphone,True,None,Urban
13,Male,3.54,Laptop,True,Poor Sleep,Urban
18,Male,3.54,Laptop,True,"Poor Sleep, Eye Strain",Urban
18,Male,3.99,Tablet,True,Poor Sleep,Urban
8,Male,2.49,Tablet,True,None,Rural
10,Female,6.27,Smartphone,True,Poor Sleep,Urban
9,Male,3.49,Tablet,True,Poor Sleep,Urban
10,Female,3.8,TV,True,Poor Sleep,Urban
12,Male,4.46,TV,True,Poor Sleep,Urban
18,Female,5.64,Tablet,True,Eye Strain,Urban
17,Male,6.03,Tablet,True,Obesity Risk,Rural
13,Female,3.89,Smartphone,True,Eye Strain,Urban
16,Male,3.86,Smartphone,True,None,Urban
18,Male,6.46,TV,True,"Poor Sleep, Obesity Risk",Rural
17,Male,4.15,Smartphone,True,"Poor Sleep, Eye Strain",Urban
11,Female,6.06,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
14,Female,3.32,Laptop,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
13,Female,3.99,Laptop,True,Poor Sleep,Urban
9,Female,0.91,Smartphone,False,None,Rural
17,Male,4.72,Smartphone,True,Poor Sleep,Urban
18,Female,5.66,Smartphone,True,Poor Sleep,Urban
18,Female,4.41,Smartphone,True,Poor Sleep,Rural
18,Female,5.05,Tablet,True,None,Urban
15,Female,6.33,Laptop,True,"Poor Sleep, Obesity Risk",Rural
14,Female,5.17,Smartphone,True,Poor Sleep,Urban
14,Male,4.24,Laptop,True,Anxiety,Urban
15,Female,3.44,Laptop,True,None,Urban
18,Male,6.08,TV,True,Poor Sleep,Urban
8,Female,9.05,Smartphone,True,Poor Sleep,Urban
8,Male,4.09,TV,True,Poor Sleep,Rural
15,Female,3.23,Smartphone,True,Anxiety,Urban
11,Male,3.69,Smartphone,True,Eye Strain,Urban
12,Female,4.65,Smartphone,True,"Poor Sleep, Obesity Risk",Rural
15,Female,4.72,Laptop,True,None,Rural
12,Female,5.33,Smartphone,True,Poor Sleep,Rural
17,Female,3.72,Smartphone,True,"Poor Sleep, Eye Strain",Urban
11,Female,0.95,Smartphone,False,None,Urban
13,Female,4.82,TV,True,None,Urban
12,Male,4.5,Laptop,True,"Poor Sleep, Obesity Risk",Urban
14,Male,6.83,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
17,Male,3.59,Smartphone,True,Anxiety,Urban
14,Male,5.77,Smartphone,True,None,Urban
11,Female,5.27,TV,True,Poor Sleep,Rural
12,Female,5.27,Tablet,True,"Poor Sleep, Eye Strain",Urban
10,Female,2.36,Tablet,True,None,Rural
11,Female,5.73,TV,True,Anxiety,Rural
11,Female,5.66,Laptop,True,"Poor Sleep, Eye Strain",Urban
10,Male,3.47,Smartphone,True,"Poor Sleep, Eye Strain",Rural
17,Female,3.37,Tablet,True,Anxiety,Urban
12,Female,4.15,Tablet,True,"Poor Sleep, Anxiety",Rural
12,Female,2.41,TV,False,None,Urban
18,Male,4.18,Smartphone,True,Eye Strain,Urban
14,Male,4.33,Smartphone,True,"Poor Sleep, Eye Strain",Urban
11,Male,5.63,TV,True,"Poor Sleep, Eye Strain, Anxiety",Rural
11,Female,2.74,Smartphone,False,None,Rural
16,Female,3.62,Smartphone,True,None,Rural
13,Female,3.17,TV,True,Eye Strain,Rural
11,Male,3.65,Smartphone,True,Eye Strain,Urban
9,Female,7.01,Smartphone,True,Poor Sleep,Rural
13,Female,5.52,Smartphone,True,"Poor Sleep, Eye Strain",Rural
9,Female,0.19,Smartphone,False,None,Rural
12,Male,5.94,Laptop,True,None,Urban
13,Female,5.29,Smartphone,True,Poor Sleep,Urban
11,Male,3.87,Smartphone,True,Anxiety,Rural
10,Male,5.83,Smartphone,True,Poor Sleep,Urban
14,Male,2.43,Laptop,False,None,Urban
9,Male,1.64,Smartphone,False,None,Urban
18,Female,5.6,Smartphone,True,"Poor Sleep, Eye Strain",Rural
13,Male,3.13,TV,True,"Eye Strain, Anxiety, Obesity Risk",Rural
11,Female,4.72,Smartphone,True,"Poor Sleep, Eye Strain",Rural
13,Male,5.59,Smartphone,True,"Poor Sleep, Eye Strain",Urban
11,Female,3.12,TV,True,"Poor Sleep, Anxiety",Urban
11,Male,5.46,Smartphone,True,"Poor Sleep, Anxiety",Urban
11,Female,2.09,Tablet,False,None,Urban
16,Male,5.42,Smartphone,True,"Poor Sleep, Eye Strain",Urban
14,Female,4.7,Smartphone,True,Eye Strain,Urban
10,Male,8.19,TV,True,Poor Sleep,Urban
10,Female,4.3,Tablet,True,Poor Sleep,Urban
13,Female,4.92,TV,True,Poor Sleep,Urban
13,Male,5.45,TV,True,Anxiety,Rural
11,Female,6.5,Laptop,True,"Poor Sleep, Eye Strain",Urban
16,Male,3.78,Tablet,True,Eye Strain,Rural
11,Male,4.88,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
16,Female,5.84,TV,True,Poor Sleep,Urban
11,Male,2.88,Laptop,False,None,Urban
9,Male,4.74,TV,True,Poor Sleep,Urban
9,Female,6.56,Tablet,True,Eye Strain,Urban
12,Female,2.73,Smartphone,False,None,Rural
11,Female,5.79,Smartphone,True,"Poor Sleep, Eye Strain",Rural
14,Female,3.74,TV,True,Eye Strain,Rural
18,Male,4.84,TV,True,None,Urban
12,Female,5.08,Laptop,True,"Eye Strain, Anxiety",Rural
13,Male,2.11,Smartphone,False,None,Rural
17,Female,2.33,Smartphone,False,None,Urban
11,Male,6.16,Smartphone,True,"Poor Sleep, Eye Strain",Rural
9,Female,4.75,Tablet,True,Poor Sleep,Urban
17,Male,5.02,TV,True,None,Rural
16,Male,4.97,TV,True,None,Urban
17,Female,5.1,TV,True,None,Urban
14,Female,3.44,TV,True,None,Urban
11,Male,4.61,Smartphone,True,Eye Strain,Urban
10,Male,3.53,TV,True,"Poor Sleep, Eye Strain",Urban
17,Female,4.57,Laptop,True,Anxiety,Urban
10,Female,3.53,Smartphone,True,Eye Strain,Urban
16,Female,2.52,Laptop,False,None,Rural
12,Female,5.77,TV,True,"Poor Sleep, Eye Strain",Rural
10,Male,7.52,Smartphone,True,"Poor Sleep, Anxiety",Urban
12,Female,5.33,Smartphone,True,Poor Sleep,Urban
9,Female,7.08,TV,True,None,Urban
18,Female,3.71,Smartphone,True,None,Urban
11,Male,4.82,Smartphone,True,None,Urban
17,Female,5.82,Laptop,True,"Eye Strain, Anxiety",Urban
9,Male,3.28,Smartphone,True,"Eye Strain, Obesity Risk",Urban
9,Male,3.43,Smartphone,True,Poor Sleep,Urban
15,Female,5.01,Smartphone,True,"Poor Sleep, Obesity Risk",Rural
8,Male,5.12,TV,True,"Poor Sleep, Eye Strain",Urban
14,Male,3.94,TV,True,Poor Sleep,Rural
12,Female,4.83,Smartphone,True,Poor Sleep,Rural
18,Female,7.09,TV,True,None,Urban
15,Female,3.71,Smartphone,True,Poor Sleep,Urban
8,Male,4.55,Smartphone,True,Anxiety,Urban
18,Male,5.79,Smartphone,True,"Poor Sleep, Eye Strain",Urban
14,Male,5.24,Smartphone,True,"Poor Sleep, Anxiety",Rural
12,Female,4.03,TV,True,Obesity Risk,Urban
11,Female,3.62,Laptop,True,"Poor Sleep, Anxiety",Urban
14,Female,4.24,Smartphone,True,Eye Strain,Urban
17,Female,3.45,Tablet,True,Eye Strain,Rural
9,Male,3.35,TV,True,"Poor Sleep, Anxiety",Rural
8,Male,5.58,Tablet,True,"Eye Strain, Anxiety",Urban
8,Female,2.1,Smartphone,True,None,Urban
18,Female,6.42,Laptop,True,"Poor Sleep, Anxiety",Urban
8,Female,0.4,Smartphone,False,None,Urban
12,Female,2.67,Smartphone,False,None,Urban
17,Female,4.48,Smartphone,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
14,Male,5,Smartphone,True,Obesity Risk,Rural
9,Male,0.43,TV,False,None,Urban
17,Male,7.52,Smartphone,True,Poor Sleep,Urban
15,Male,4.96,TV,True,"Poor Sleep, Anxiety",Urban
11,Male,4.13,Smartphone,True,Eye Strain,Urban
10,Female,5.56,TV,True,Poor Sleep,Urban
17,Female,3.89,TV,True,Poor Sleep,Rural
18,Male,4.53,Laptop,True,None,Urban
15,Female,3.97,TV,True,"Poor Sleep, Anxiety",Rural
9,Male,9.16,TV,True,"Poor Sleep, Anxiety",Urban
18,Male,5.07,Smartphone,True,None,Urban
18,Male,6.45,Smartphone,True,"Poor Sleep, Eye Strain",Rural
10,Female,4.71,TV,True,"Poor Sleep, Obesity Risk",Urban
10,Male,2.07,Tablet,True,None,Rural
17,Female,4.53,Smartphone,True,Poor Sleep,Urban
18,Female,4.21,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Rural
8,Male,3.35,TV,True,Poor Sleep,Urban
13,Male,3.45,Tablet,True,Anxiety,Urban
9,Male,7.26,Tablet,True,Poor Sleep,Rural
8,Male,8.53,Smartphone,True,Poor Sleep,Urban
9,Female,4.15,Tablet,True,Poor Sleep,Rural
13,Female,5.24,TV,True,None,Urban
11,Male,3.52,Laptop,True,"Poor Sleep, Obesity Risk",Urban
13,Female,4.57,Smartphone,True,None,Urban
16,Female,6.53,Smartphone,True,None,Rural
17,Female,4.47,Smartphone,True,None,Urban
17,Female,4.16,Laptop,True,"Poor Sleep, Anxiety",Urban
15,Female,4.64,Laptop,True,"Poor Sleep, Anxiety",Urban
8,Female,2.6,Smartphone,True,None,Rural
15,Female,4.73,Laptop,True,Anxiety,Urban
16,Female,4.55,Smartphone,True,"Poor Sleep, Anxiety",Urban
13,Female,3.57,TV,True,"Poor Sleep, Eye Strain",Urban
17,Female,4.22,Smartphone,True,Eye Strain,Rural
12,Female,4.3,Laptop,True,Poor Sleep,Urban
13,Male,4.74,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
13,Female,6.02,TV,True,"Poor Sleep, Anxiety",Urban
16,Female,3.73,Smartphone,True,None,Urban
11,Female,6.24,TV,True,Poor Sleep,Rural
9,Male,2.32,Smartphone,True,None,Urban
18,Female,2.62,Smartphone,False,None,Urban
18,Male,4.53,Laptop,True,"Poor Sleep, Obesity Risk",Urban
16,Female,3.79,Laptop,True,Poor Sleep,Urban
9,Female,7.85,TV,True,None,Urban
17,Male,5.13,Smartphone,True,"Poor Sleep, Obesity Risk",Rural
16,Male,6.66,TV,True,Obesity Risk,Urban
9,Male,8.66,TV,True,None,Urban
15,Male,4.52,TV,True,"Poor Sleep, Obesity Risk",Urban
16,Female,2.2,Laptop,False,None,Urban
17,Female,5.52,Laptop,True,Eye Strain,Urban
16,Female,5.49,Smartphone,True,"Poor Sleep, Anxiety",Rural
17,Female,5.4,Smartphone,True,"Poor Sleep, Eye Strain",Rural
16,Male,4.23,Laptop,True,Obesity Risk,Urban
9,Female,2.87,TV,True,None,Urban
11,Male,3.75,Laptop,True,Anxiety,Urban
14,Male,5.12,Tablet,True,"Poor Sleep, Eye Strain",Rural
9,Male,5.22,Tablet,True,"Poor Sleep, Eye Strain",Rural
8,Female,4.51,TV,True,"Poor Sleep, Obesity Risk",Rural
10,Female,5.54,TV,True,Eye Strain,Rural
11,Female,5.3,Smartphone,True,Poor Sleep,Rural
15,Male,4.12,Smartphone,True,Poor Sleep,Rural
13,Male,2.75,Tablet,False,None,Rural
18,Male,5.72,Laptop,True,Anxiety,Urban
16,Male,5.01,Tablet,True,None,Rural
9,Male,3.17,Smartphone,True,Poor Sleep,Rural
12,Male,4.97,Smartphone,True,Eye Strain,Rural
11,Female,3.75,Laptop,True,Poor Sleep,Urban
14,Male,3.04,Smartphone,True,"Poor Sleep, Eye Strain",Urban
15,Female,5.62,Laptop,True,Eye Strain,Rural
12,Female,4.7,TV,True,Poor Sleep,Urban
17,Male,3.11,Laptop,True,"Poor Sleep, Anxiety",Urban
12,Female,3.96,Smartphone,True,Obesity Risk,Urban
9,Male,5.61,Tablet,True,Obesity Risk,Urban
15,Male,4.33,TV,True,Poor Sleep,Urban
9,Female,7.37,TV,True,Poor Sleep,Rural
17,Male,2.13,TV,False,None,Urban
13,Female,4.05,Tablet,True,Poor Sleep,Urban
15,Male,3.66,Smartphone,True,Eye Strain,Rural
13,Male,3.08,TV,True,Eye Strain,Urban
11,Male,2.99,Smartphone,False,None,Rural
11,Male,7.52,Smartphone,True,Poor Sleep,Rural
13,Female,3.44,Smartphone,True,Eye Strain,Rural
11,Male,4.05,TV,True,Poor Sleep,Rural
15,Male,3.71,Smartphone,True,Poor Sleep,Urban
16,Female,5.4,TV,True,None,Urban
8,Female,6.92,Tablet,True,None,Rural
11,Male,3.66,Smartphone,True,"Poor Sleep, Anxiety",Urban
11,Male,5.11,Smartphone,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
9,Male,8.31,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
13,Female,6.1,Smartphone,True,Poor Sleep,Urban
10,Male,1.85,TV,False,None,Urban
14,Male,6.7,Laptop,True,"Poor Sleep, Obesity Risk",Urban
18,Female,5.37,Smartphone,True,Poor Sleep,Rural
18,Male,1.89,Smartphone,False,None,Rural
12,Male,5.25,Smartphone,True,Poor Sleep,Urban
11,Female,4.74,Smartphone,True,Obesity Risk,Rural
12,Male,5.6,Smartphone,True,Poor Sleep,Urban
15,Male,3.9,Smartphone,True,None,Urban
10,Female,3.89,TV,True,None,Urban
14,Female,6.27,Tablet,True,Poor Sleep,Urban
13,Male,2.93,Smartphone,False,None,Urban
8,Male,3.79,Smartphone,True,Poor Sleep,Urban
14,Female,4.95,TV,True,Anxiety,Urban
14,Female,4.13,Smartphone,True,"Poor Sleep, Eye Strain",Urban
8,Male,5.15,Tablet,True,None,Urban
16,Male,5.12,Laptop,True,"Poor Sleep, Eye Strain",Urban
13,Male,6.08,Smartphone,True,None,Urban
9,Male,5.88,Smartphone,True,Poor Sleep,Urban
12,Male,3.97,TV,True,None,Urban
18,Male,5.27,TV,True,Poor Sleep,Urban
11,Female,3.62,Smartphone,True,Poor Sleep,Urban
14,Female,3.3,Smartphone,True,None,Urban
15,Female,5.12,Tablet,True,Obesity Risk,Urban
18,Female,4.06,Smartphone,True,None,Urban
18,Female,3.26,Tablet,True,Poor Sleep,Urban
8,Male,0.3,Tablet,False,None,Urban
12,Male,5.11,TV,True,"Poor Sleep, Obesity Risk",Urban
10,Female,4.39,TV,True,"Eye Strain, Obesity Risk",Urban
8,Male,5.06,Smartphone,True,Eye Strain,Rural
13,Male,5.95,TV,True,Eye Strain,Rural
14,Male,3.44,TV,True,"Poor Sleep, Eye Strain",Urban
15,Male,4.64,Tablet,True,Poor Sleep,Urban
18,Female,4.72,Laptop,True,"Poor Sleep, Eye Strain",Urban
11,Male,5.48,TV,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
10,Female,3.62,Smartphone,True,Anxiety,Urban
12,Male,4.09,Smartphone,True,Poor Sleep,Urban
16,Male,4.11,TV,True,"Poor Sleep, Obesity Risk",Urban
13,Female,4.97,Smartphone,True,None,Rural
16,Male,5.71,Laptop,True,"Poor Sleep, Eye Strain",Urban
13,Male,4.7,Smartphone,True,Poor Sleep,Rural
9,Female,6.15,TV,True,Poor Sleep,Rural
12,Female,5.33,Smartphone,True,"Eye Strain, Anxiety",Urban
18,Female,2.32,Smartphone,False,None,Urban
16,Male,4.36,Smartphone,True,Poor Sleep,Urban
15,Female,5.25,Smartphone,True,"Poor Sleep, Eye Strain",Urban
14,Female,4.09,Smartphone,True,"Poor Sleep, Anxiety",Urban
11,Female,3.34,Laptop,True,"Poor Sleep, Anxiety",Urban
14,Female,8.74,Smartphone,True,None,Rural
18,Female,8.01,Smartphone,True,Poor Sleep,Urban
14,Male,5.69,TV,True,Anxiety,Urban
13,Female,5.56,TV,True,Eye Strain,Urban
15,Female,4.5,TV,True,Poor Sleep,Urban
18,Male,4.2,TV,True,Eye Strain,Urban
13,Male,4.53,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
17,Male,4.89,Smartphone,True,Poor Sleep,Urban
10,Female,3.79,Smartphone,True,None,Rural
11,Male,3.82,TV,True,"Anxiety, Obesity Risk",Urban
10,Male,4.1,Tablet,True,"Poor Sleep, Eye Strain",Rural
17,Female,3.99,Tablet,True,"Poor Sleep, Anxiety",Urban
12,Female,3.66,Smartphone,True,None,Urban
8,Female,3.34,Smartphone,True,"Poor Sleep, Eye Strain",Urban
8,Female,7.78,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
9,Male,2.99,Smartphone,True,None,Urban
11,Female,5.15,Tablet,True,None,Urban
13,Female,6.09,Smartphone,True,Obesity Risk,Urban
15,Female,0.16,Smartphone,False,None,Urban
10,Female,7.34,Smartphone,True,Anxiety,Urban
8,Male,5,Tablet,True,None,Urban
10,Female,4.76,TV,True,Poor Sleep,Urban
10,Female,5.69,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Male,0.91,Smartphone,False,None,Urban
18,Male,4.31,Smartphone,True,Poor Sleep,Urban
11,Female,5.87,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
11,Male,3.68,Smartphone,True,None,Urban
16,Female,4.44,Smartphone,True,Poor Sleep,Urban
14,Male,4.94,Smartphone,True,Poor Sleep,Rural
11,Female,4.05,Smartphone,True,None,Urban
10,Male,8.44,Smartphone,True,Poor Sleep,Urban
13,Male,3.42,Smartphone,True,Obesity Risk,Rural
10,Female,3.77,TV,True,"Eye Strain, Anxiety",Urban
13,Male,7.35,TV,True,Poor Sleep,Urban
18,Male,2.39,Smartphone,False,None,Rural
18,Female,5.1,TV,True,"Poor Sleep, Obesity Risk",Urban
16,Male,3.63,Laptop,True,Eye Strain,Urban
13,Male,4.28,Laptop,True,"Poor Sleep, Anxiety",Urban
11,Female,5.52,Laptop,True,"Poor Sleep, Eye Strain",Urban
12,Female,5.14,Smartphone,True,"Poor Sleep, Obesity Risk",Rural
13,Male,2.65,Smartphone,False,None,Urban
18,Female,5.08,TV,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
10,Male,4.02,Tablet,True,"Poor Sleep, Eye Strain, Anxiety",Urban
15,Male,5.51,Smartphone,True,Poor Sleep,Rural
11,Male,3.77,Laptop,True,"Poor Sleep, Eye Strain",Urban
15,Male,3.09,Laptop,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
17,Male,6.11,Tablet,True,Poor Sleep,Rural
